DATE,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
19680805,0.0248,0.3841,0.3734,-0.2423,-0.255,-0.1688
19680806,0.0248,0.4532,0.3951,0.0572,-0.0187,0.0618
19680808,0.0248,-0.2449,-0.0825,-0.0159,-0.2894,0.0764
19680809,0.0248,0.0291,0.0234,-0.1741,-0.2169,-0.1464
19680812,0.0248,0.9905,0.2161,-0.3142,-0.1237,0.0401
19680813,0.0248,0.4429,0.022,-0.0774,-0.1528,0.2922
19680815,0.0248,-0.3895,0.5303,-0.2131,-0.0432,-0.0454
19680816,0.0248,0.5856,0.1338,0.138,0.2328,0.2087
19680819,0.0248,0.3406,0.2079,0.0458,0.1535,0.1664
19680820,0.0248,0.006,-0.1273,-0.1614,-0.1815,0.1372
19680822,0.0248,-0.3177,-0.0983,0.2648,0.0637,0.4256
19680823,0.0248,0.0295,0.3661,0.1639,-0.3766,0.0069
19680826,0.0248,0.2274,-0.1163,0.2075,0.0642,0.3345
19680827,0.0248,-0.192,0.2895,0.2061,0.0979,-0.0255
19680829,0.0248,-0.1155,0.0868,0.355,0.6297,0.3474
19680830,0.0248,0.2137,0.1075,0.0198,-0.354,-0.3917
19680903,0.0247,0.3684,0.0227,-0.1984,0.021,-0.016
19680904,0.0247,0.61,-0.0233,0.1333,-0.162,0.1224
19680905,0.0247,0.7,-0.4219,0.2562,-0.5708,0.2597
19680906,0.0247,0.4248,0.0681,0.1807,-0.0376,-0.4566
19680909,0.0247,0.1267,0.3302,-0.2374,-0.4951,-0.232
19680910,0.0247,-0.4984,0.1901,-0.0784,-0.0797,0.2153
19680912,0.0247,-0.2036,0.2844,0.4597,0.3773,0.5653
19680913,0.0247,0.3648,0.2078,-0.4541,-0.2419,-0.1564
19680916,0.0247,0.378,-0.1715,0.0759,-0.0332,0.1667
19680917,0.0247,0.2359,-0.2485,-0.2001,-0.3247,-0.2799
19680919,0.0247,0.1607,0.2043,-0.3557,-0.1664,-0.315
19680920,0.0247,0.1098,-0.1829,-0.176,-0.8543,-0.4171
19680923,0.0247,0.5664,-0.2725,-0.0071,-0.1459,0.1747
19680924,0.0247,0.3669,0.3838,-0.0162,0.0071,-0.2675
19680926,0.0247,-0.2004,0.0933,0.107,0.0692,-0.1229
19680927,0.0247,0.0666,0.4883,-0.1468,-0.4606,-0.5312
19680930,0.0247,0.4069,0.4203,0.14,-0.1688,0.1116
19681001,0.0244,0.1612,0.2312,0.2951,-0.1202,-0.0884
19681003,0.0244,0.3428,0.0006,0.1519,-0.0207,-0.2463
19681004,0.0244,0.2624,-0.4292,0.0711,0.0657,0.4721
19681007,0.0244,-0.0327,-0.0959,0.0114,-0.0283,-0.1435
19681008,0.0244,-0.0539,-0.1624,0.0091,0.0782,-0.3335
19681010,0.0244,-0.42,0.1486,0.1698,0.3748,0.1138
19681011,0.0244,0.0034,0.3649,0.073,-0.1615,-0.1014
19681014,0.0244,0.1613,0.1408,-0.055,0.0819,-0.2126
19681015,0.0244,0.1865,-0.0425,0.0874,-0.4155,0.0943
19681017,0.0244,0.485,-0.4139,0.5559,0.0256,0.8663
19681018,0.0244,0.6893,-0.3203,0.075,0.2332,0.5073
19681021,0.0244,0.1432,-0.0671,0.0983,0.0821,0.4431
19681022,0.0244,-0.3389,0.101,-0.0837,-0.2041,0.1227
19681024,0.0244,-0.6281,0.4545,0.0159,0.0187,0.0529
19681025,0.0244,0.3117,0.1047,0.3188,0.1622,0.1235
19681028,0.0244,-0.3154,-0.098,0.4212,0.0851,-0.0215
19681029,0.0244,-0.5748,-0.3472,0.2146,0.1138,0.5259
19681031,0.0244,0.0523,-0.2408,0.2303,0.1267,0.3486
19681101,0.0262,-0.3674,-0.1486,-0.0664,0.0921,0.1443
19681104,0.0262,0.0153,-0.1804,0.1288,0.2794,0.1635
19681106,0.0262,0.1816,0.129,0.1663,0.0325,0.0351
19681107,0.0262,0.2706,-0.1027,-0.0496,0.4528,0.197
19681108,0.0262,0.5172,0.2153,0.1988,-0.4289,-0.3023
19681112,0.0262,0.7426,0.3751,-0.386,-0.1606,0.1278
19681113,0.0262,0.5585,0.466,-0.6116,0.0033,0.1539
19681114,0.0262,0.0956,0.4423,-0.2223,-0.0003,-0.2643
19681115,0.0262,0.5647,0.4473,0.2855,0.2691,-0.1241
19681118,0.0262,0.16,-0.0037,0.2387,-0.0261,-0.0339
19681119,0.0262,0.2861,0.2661,-0.3286,-0.2308,-0.1797
19681121,0.0262,-0.0507,0.3857,-0.4326,-0.08,-0.2154
19681122,0.0262,0.4467,0.1451,-0.3321,-0.2734,0.1898
19681125,0.0262,0.2587,0.1205,-0.0263,-0.1833,-0.3672
19681126,0.0262,0.6614,0.0199,-0.1615,-0.0478,-0.327
19681127,0.0262,0.4205,0.263,-0.0126,0.0899,0.3225
19681129,0.0262,0.556,-0.2052,0.2208,-0.2466,-0.3973
19681202,0.0236,-0.1883,0.2161,0.4649,0.263,-0.1083
19681203,0.0236,-0.099,0.0922,-0.0272,0.4667,-0.0736
19681205,0.0236,-0.2884,0.6575,0.2545,0.3233,-0.1371
19681206,0.0236,0.2572,0.1491,0.3753,-0.2247,-0.1154
19681209,0.0236,-0.1841,0.3642,0.1445,-0.4482,-0.2374
19681210,0.0236,-0.1825,0.2409,-0.2161,-0.0137,0.2797
19681212,0.0236,-0.041,0.2115,0.0595,-0.3194,-0.562
19681213,0.0236,0.2752,0.0777,0.3953,-0.4892,-0.0801
19681216,0.0236,-0.3921,0.154,-0.0146,-0.3049,-0.0047
19681217,0.0236,-0.4555,-0.104,0.0002,0.2882,0.2151
19681219,0.0236,0.232,-0.0451,-0.1929,0.1315,-0.0727
19681220,0.0236,-0.4903,0.5632,0.5083,-0.0405,-0.2588
19681223,0.0236,-1.0508,0.2984,0.3158,-0.2211,0.0605
19681224,0.0236,-0.1332,0.1477,-0.0966,-0.0309,0.077
19681226,0.0236,0.1081,0.2145,-0.132,-0.196,-0.0074
19681227,0.0236,-0.3842,0.2117,0.2633,0.0484,0.0014
19681230,0.0236,-1.0445,-0.5553,0.3916,-0.0547,0.1296
19681231,0.0236,0.0752,0.3204,0.1289,0.0063,0.0049
19690102,0.0228,0.0859,0.235,0.2221,-0.1301,-0.2399
19690103,0.0228,-0.0103,-0.0497,0.2342,0.0666,-0.2293
19690106,0.0228,-1.5163,-0.2211,0.0221,-0.0631,-0.0132
19690107,0.0228,-1.3705,-0.9183,-0.3534,0.0132,0.1262
19690108,0.0228,-0.5103,-0.2185,-0.1359,0.0773,-0.2642
19690109,0.0228,0.3974,0.1186,-0.2663,0.0627,0.1167
19690110,0.0228,-0.2973,0.0255,0.2602,-0.3269,-0.0052
19690113,0.0228,-0.7302,-0.9152,0.3581,0.0504,0.3044
19690114,0.0228,0.734,0.0068,-0.1686,0.2452,0.0653
19690115,0.0228,0.6041,0.707,0.0508,-0.0147,-0.0631
19690116,0.0228,0.5531,0.4681,0.2097,0.3003,0.4368
19690117,0.0228,-0.098,0.3056,0.0904,0.2204,-0.0564
19690120,0.0228,-0.2037,0.2186,0.0464,-0.1282,0.0046
19690121,0.0228,-0.1299,0.178,-0.0959,0.1173,0.4654
19690122,0.0228,0.393,0.2179,0.0539,-0.0144,-0.2378
19690123,0.0228,0.5219,0.2966,0.1782,-0.3057,-0.2036
19690124,0.0228,-0.0628,-0.1196,0.0448,-0.0817,-0.1477
19690127,0.0228,-0.0066,-0.0879,0.0814,-0.046,0.0996
19690128,0.0228,0.0271,0.0988,0.0188,0.0367,0.2783
19690129,0.0228,0.0728,-0.139,0.0174,-0.486,-0.1488
19690130,0.0228,-0.032,-0.1267,-0.1056,0.243,0.0532
19690131,0.0228,0.368,-0.3452,0.4341,0.1227,0.1004
19690203,0.0256,-0.0967,-0.1839,0.4054,-0.1911,0.0637
19690204,0.0256,-0.0007,0.0147,0.0364,-0.1567,0.2105
19690205,0.0256,0.1397,-0.2128,-0.0372,0.0036,0.1894
19690206,0.0256,0.3145,-0.3333,-0.2588,0.0428,-0.0374
19690207,0.0256,0.0824,-0.1154,-0.1377,0.0058,0.3393
19690211,0.0256,0.0762,0.2411,-0.2158,0.3452,0.0921
19690212,0.0256,-0.0498,0.0117,0.1261,0.209,0.1286
19690213,0.0256,0.0322,-0.2032,0.0829,0.225,0.2341
19690214,0.0256,-0.1128,-0.2324,0.0643,0.0406,0.0524
19690217,0.0256,-1.2787,-0.3324,0.1153,0.2564,-0.3038
19690218,0.0256,-1.1972,-0.5521,0.2377,-0.2331,0.5021
19690219,0.0256,-0.8062,-0.0553,0.056,0.0471,0.1682
19690220,0.0256,-0.9544,-0.4829,0.0547,-0.0463,0.0625
19690224,0.0256,-1.2776,-0.6868,0.1242,0.1066,0.4776
19690225,0.0256,-0.7496,-0.4457,0.1718,0.2221,0.1997
19690226,0.0256,0.4105,-0.1349,-0.2173,-0.0833,-0.0686
19690227,0.0256,-0.465,-0.2014,0.3118,0.4255,0.2258
19690228,0.0256,-0.0502,-0.179,-0.0369,-0.12,-0.09
19690303,0.024,0.1723,-0.1932,-0.0479,0.2695,0.3185
19690304,0.024,0.9895,-0.0181,0.0095,0.023,-0.2302
19690305,0.024,0.3342,0.0954,0.1321,-0.1395,0.3044
19690306,0.024,-1.1828,-0.0337,-0.047,0.2594,0.2878
19690307,0.024,-0.1833,-0.6685,0.243,-0.2182,0.2263
19690310,0.024,0.3531,-0.1258,0.1223,0.0073,0.1173
19690311,0.024,0.3937,0.2068,0.0173,-0.0303,-0.022
19690312,0.024,-0.2897,-0.1087,0.3316,-0.0626,0.2971
19690313,0.024,-0.7166,0.0314,0.2394,0.1519,0.0059
19690314,0.024,-0.5156,-0.2277,0.1645,0.2685,0.2604
19690317,0.024,0.2071,-0.383,-0.306,0.1464,0.0478
19690318,0.024,0.2849,0.4762,-0.1057,0.2913,-0.1983
19690319,0.024,0.7166,0.2,-0.2112,0.4143,0.006
19690320,0.024,0.6195,0.3042,-0.4102,-0.2053,0.0022
19690321,0.024,-0.2024,0.2697,0.1122,0.0539,0.3561
19690324,0.024,-0.1584,0.0326,0.1136,0.1189,0.2654
19690325,0.024,0.1175,-0.0615,0.3057,0.1831,0.3421
19690326,0.024,0.6377,-0.1565,-0.1659,-0.0423,-0.0689
19690327,0.024,0.6794,-0.0911,-0.1243,0.2708,0.0846
19690328,0.024,0.3945,0.2291,-0.074,0.1598,0.0638
19690401,0.0231,-0.1355,0.2417,0.2767,0.5276,-0.0892
19690402,0.0231,-0.7053,0.024,-0.005,0.1445,0.1353
19690403,0.0231,-0.0871,0.107,0.0386,-0.073,-0.0419
19690407,0.0231,-0.8717,-0.42,0.1395,0.1424,0.1458
19690408,0.0231,0.2091,-0.1141,-0.0196,-0.2357,-0.0271
19690409,0.0231,0.7887,-0.1252,-0.142,0.2346,0.0318
19690410,0.0231,0.4569,-0.0517,0.0598,0.2413,0.1552
19690411,0.0231,0.0893,0.0515,0.0013,-0.067,-0.0551
19690414,0.0231,-0.1404,-0.0954,0.2505,-0.0454,-0.2289
19690415,0.0231,-0.0952,-0.0141,0.0995,0.2573,0.0925
19690416,0.0231,-0.8986,0.1718,0.1748,-0.1191,0.1535
19690417,0.0231,0.1173,-0.05,0.1763,-0.0536,-0.1307
19690418,0.0231,0.388,-0.0881,-0.0865,-0.0245,0.0517
19690421,0.0231,-0.7682,-0.4181,0.3506,0.2633,0.422
19690422,0.0231,0.167,-0.3832,0.0208,-0.1304,-0.2174
19690423,0.0231,0.1021,0.3874,-0.357,0.0699,0.0668
19690424,0.0231,0.4216,0.0974,-0.1731,0.2496,-0.2267
19690425,0.0231,0.4475,-0.0193,-0.2506,-0.2782,0.0038
19690428,0.0231,0.3439,0.0802,0.068,0.5676,0.0549
19690429,0.0231,0.8343,0.2308,-0.068,0.1122,0.0713
19690430,0.0231,0.8603,0.2222,-0.0365,0.1498,-0.5454
19690501,0.0248,-0.1024,0.076,0.3753,-0.2276,0.1535
19690502,0.0248,0.4632,0.0342,-0.0487,0.0352,0.0059
19690505,0.0248,0.4506,0.2661,0.0488,0.2792,0.1791
19690506,0.0248,0.4505,0.0255,-0.2036,-0.1296,-0.1333
19690507,0.0248,-0.2082,0.048,-0.028,-0.2706,-0.3193
19690508,0.0248,0.3369,-0.1083,-0.1085,0.0612,-0.0084
19690509,0.0248,0.089,-0.1886,0.3601,-0.0535,0.178
19690512,0.0248,-0.2008,-0.198,0.5049,0.393,-0.0013
19690513,0.0248,0.4012,-0.0863,-0.0006,0.1088,-0.0055
19690514,0.0248,0.6831,-0.2134,0.0189,0.056,-0.1307
19690515,0.0248,-0.3054,0.0997,0.042,-0.1323,-0.0708
19690516,0.0248,0.0186,-0.2598,-0.0033,0.0635,0.1816
19690519,0.0248,-0.8775,0.2863,0.1304,-0.169,-0.1283
19690520,0.0248,-0.8459,0.2487,0.0646,0.1646,-0.1766
19690521,0.0248,0.4184,0.0675,0.1516,-0.0486,-0.4807
19690522,0.0248,0.184,0.1034,0.1129,0.0477,0.5595
19690523,0.0248,-0.0253,-0.0201,0.1525,0.3671,0.6342
19690526,0.0248,-0.206,-0.0718,-0.1399,0.0127,-0.0323
19690527,0.0248,-0.7928,-0.0408,-0.116,0.0286,-0.2289
19690528,0.0248,-0.2662,0.2545,-0.1741,-0.2714,-0.0226
19690529,0.0248,0.2246,0.044,0.2466,-0.3872,-0.2058
19690602,0.0244,-0.5397,0.0083,-0.1915,-0.0588,0.191
19690603,0.0244,-0.3351,-0.2218,0.175,0.1549,-0.2375
19690604,0.0244,-0.052,0.0093,-0.0224,0.0584,-0.0828
19690605,0.0244,0.0756,-0.2004,-0.1522,0.2417,-0.2114
19690606,0.0244,-0.6874,-0.0392,0.1962,0.5339,0.2645
19690609,0.0244,-0.9747,-0.2074,0.0881,0.2552,0.2608
19690610,0.0244,-0.7872,-0.0656,0.1521,-0.0242,-0.0082
19690611,0.0244,-0.9999,-0.3776,0.1159,-0.0738,0.119
19690612,0.0244,-1.4158,-0.5183,-0.2088,-0.0548,0.017
19690613,0.0244,0.3048,-0.1811,-0.1507,-0.0051,-0.1314
19690616,0.0244,-0.3966,-0.2793,-0.2544,0.2871,0.5717
19690617,0.0244,-0.5258,-0.6065,0.2173,0.3724,0.2143
19690618,0.0244,-0.2226,-0.0993,-0.1301,0.3262,0.3078
19690619,0.0244,-0.8701,-1.0152,0.5033,0.196,0.6155
19690620,0.0244,-0.7371,-0.5341,0.2855,0.4747,0.7248
19690623,0.0244,-0.6587,-0.8669,0.029,0.3616,0.016
19690624,0.0244,1.0942,0.0877,-0.2494,0.0434,-0.0417
19690625,0.0244,-0.4048,-0.1225,0.027,0.201,0.4013
19690626,0.0244,0.1703,-0.1786,-0.4555,0.2501,-0.2021
19690627,0.0244,0.0765,0.0699,-0.2132,0.2078,0.0508
19690630,0.0244,0.4574,0.2563,-0.3683,-0.2223,-0.2299
19690701,0.0262,0.4544,0.0983,-0.5613,-0.6878,-0.6398
19690702,0.0262,0.8554,0.3474,-0.2114,0.3659,0.2065
19690703,0.0262,0.7416,0.4518,-0.1601,-0.113,-0.0481
19690707,0.0262,-0.6827,0.2433,0.3899,0.4516,0.8636
19690708,0.0262,-1.3813,0.0559,0.4676,0.0922,0.354
19690709,0.0262,-0.7972,-0.0862,0.4024,0.0814,0.0027
19690710,0.0262,-1.6064,-0.3191,0.451,0.2131,0.4924
19690711,0.0262,0.2866,-0.3645,0.1815,0.3789,0.557
19690714,0.0262,-1.37,-0.1385,0.5077,-0.0304,0.6311
19690715,0.0262,-0.4336,-0.5281,-0.1253,0.3042,0.1132
19690716,0.0262,1.0651,-0.0599,-0.2613,-0.2641,-0.388
19690717,0.0262,0.525,-0.2383,0.1776,0.3598,0.0982
19690718,0.0262,-0.7843,0.3205,0.0175,-0.1301,0.089
19690722,0.0262,-1.5734,0.3081,0.5749,0.5126,0.8946
19690723,0.0262,-0.5285,-0.7503,-0.3047,0.0505,-0.0816
19690724,0.0262,-0.4231,0.0876,0.377,0.4297,0.2909
19690725,0.0262,-1.0371,-0.1773,0.7462,0.4784,0.7768
19690728,0.0262,-2.2538,-1.3803,0.7881,0.4783,1.254
19690729,0.0262,-0.9284,-1.1142,0.28,-0.1062,0.0114
19690730,0.0262,0.5233,0.0681,-0.8118,-0.4223,-0.6662
19690731,0.0262,2.2177,0.132,-0.7021,-0.211,-1.0964
19690801,0.028,1.9622,0.6812,-0.8518,-0.2506,-0.5593
19690804,0.028,-0.5357,0.2557,0.4601,0.367,-0.0078
19690805,0.028,0.4196,-0.4608,-0.5744,0.3372,0.1872
19690806,0.028,0.6475,-0.1573,-0.3069,-0.0567,-0.2211
19690807,0.028,0.0836,0.0536,0.073,0.0649,0.1293
19690808,0.028,-0.0305,0.0957,0.1621,0.1012,0.1028
19690811,0.028,-0.598,0.1241,0.0516,0.0654,-0.0834
19690812,0.028,-0.8266,0.0035,0.0303,0.4546,0.3876
19690813,0.028,0.0224,-0.2653,-0.6103,-0.111,-0.1411
19690814,0.028,0.7494,0.2472,-0.5258,-0.1256,-0.5408
19690815,0.028,0.809,-0.2306,0.0667,0.2819,-0.127
19690818,0.028,0.7186,0.2242,-0.2271,-0.0194,-0.1095
19690819,0.028,0.5369,0.2274,0.0128,-0.0573,-0.204
19690820,0.028,-0.0185,0.0933,0.035,0.1253,0.194
19690821,0.028,0.2441,0.1238,-0.04,0.0677,-0.1022
19690822,0.028,0.6447,-0.1386,-0.3415,-0.4175,-0.2267
19690825,0.028,-0.9367,0.6192,0.5273,0.0246,0.2018
19690826,0.028,-0.741,-0.171,-0.0833,0.0224,0.2175
19690827,0.028,0.266,-0.043,-0.2358,-0.1247,-0.2258
19690828,0.028,0.4019,-0.2397,-0.0659,0.107,-0.152
19690829,0.028,0.7203,-0.0683,-0.0881,-0.5054,-0.6927
19690902,0.0278,-0.1062,-0.0207,0.1259,-0.0615,0.1297
19690903,0.0278,-0.7099,-0.0405,0.4348,0.3394,0.1718
19690904,0.0278,-0.8673,0.0959,0.2649,0.5433,0.5999
19690905,0.0278,-0.6464,-0.0124,0.1218,0.1443,0.1265
19690908,0.0278,-1.0681,0.1486,0.5819,0.4402,0.6783
19690909,0.0278,0.7417,-0.3849,-0.6985,-0.1069,0.0442
19690910,0.0278,1.6431,-0.5849,-0.6513,-0.4122,-0.9064
19690911,0.0278,-0.7002,0.4163,0.2856,0.0576,0.3367
19690912,0.0278,0.0583,-0.234,-0.2253,-0.2191,-0.0795
19690915,0.0278,0.6201,-0.1827,-0.1654,-0.0478,-0.3861
19690916,0.0278,0.1173,0.2397,0.1039,0.4335,0.5334
19690917,0.0278,-0.313,0.1851,-0.0394,0.2816,0.3023
19690918,0.0278,0.2809,-0.2009,-0.2182,-0.1547,0.203
19690919,0.0278,0.3523,0.1151,-0.2633,-0.1298,-0.0543
19690922,0.0278,0.4088,-0.1847,-0.2811,0.5868,0.2505
19690923,0.0278,-0.0121,0.4411,-0.1339,0.0589,0.1537
19690924,0.0278,-0.1883,0.2251,-0.2006,0.0625,-0.0491
19690925,0.0278,-0.7489,0.3843,0.939,0.0566,0.5553
19690926,0.0278,-0.6998,0.186,0.0448,-0.0091,0.1245
19690929,0.0278,-0.7302,-0.1026,0.2644,0.0658,0.1459
19690930,0.0278,-0.3136,0.1754,-0.2392,0.158,-0.0963
19691001,0.0248,-0.6298,0.1012,0.0872,0.1134,0.3759
19691002,0.0248,0.8564,-0.23,-0.593,-0.5489,-0.6378
19691003,0.0248,-0.08,-0.0729,-0.0399,0.2341,-0.1433
19691006,0.0248,0.1716,-0.1965,-0.5979,-0.0742,-0.2275
19691007,0.0248,-0.2324,0.0291,0.1126,0.3638,0.4233
19691008,0.0248,-0.5302,0.0955,0.1092,0.3496,0.5431
19691009,0.0248,0.3302,-0.5008,-0.2864,0.0656,0.0218
19691010,0.0248,0.6452,0.2173,-0.3519,-0.141,-0.967
19691013,0.0248,1.2482,0.373,-0.5501,-0.6689,-0.569
19691014,0.0248,1.2816,0.1601,-0.0691,-0.3612,0.0056
19691015,0.0248,0.0441,0.7562,0.641,0.251,-0.0319
19691016,0.0248,0.692,0.3946,0.3071,0.0756,-0.1829
19691017,0.0248,-0.0885,0.333,0.0499,-0.1944,-0.1397
19691020,0.0248,0.305,0.3988,-0.1507,-0.213,0.1695
19691021,0.0248,0.7964,0.2994,-0.0714,0.0111,-0.0924
19691022,0.0248,0.6118,-0.1027,0.2896,-0.2475,0.0632
19691023,0.0248,-0.3342,0.144,0.1965,0.1906,0.2129
19691024,0.0248,0.6894,-0.0305,-0.2548,0.0302,-0.2849
19691027,0.0248,-0.1015,0.4809,-0.4107,0.0252,0.1219
19691028,0.0248,-0.3055,-0.0999,0.245,-0.1929,-0.182
19691029,0.0248,-0.9007,0.1003,0.4977,0.0817,0.4424
19691030,0.0248,0.1729,-0.0414,-0.2998,-0.5119,0.0798
19691031,0.0248,0.3395,0.0736,-0.2236,0.3711,-0.0546
19691103,0.0289,-0.0726,-0.1858,0.2585,0.0712,0.1458
19691104,0.0289,0.0674,-0.0075,-0.5211,-0.0744,-0.1309
19691105,0.0289,0.4594,-0.13,0.2223,0.1254,-0.181
19691106,0.0289,0.1367,0.1399,0.0702,0.0165,-0.1738
19691107,0.0289,0.6495,0.1077,0.1309,0.4414,0.4812
19691110,0.0289,0.0619,-0.2789,0.2558,0.1137,0.4142
19691111,0.0289,-0.3735,0.0364,0.1959,0.3135,0.5377
19691112,0.0289,-0.1734,-0.1427,-0.0677,-0.0078,0.1442
19691113,0.0289,-0.5903,-0.1885,0.0223,0.0923,0.4895
19691114,0.0289,-0.4326,-0.0485,0.185,0.1215,-0.0153
19691117,0.0289,-0.7899,-0.1654,0.2016,0.5149,0.4241
19691118,0.0289,-0.0935,-0.4766,0.0947,0.0394,-0.1454
19691119,0.0289,-0.5468,-0.0359,0.4188,0.22,0.141
19691120,0.0289,-1.1257,-0.3897,0.3351,0.1488,0.2642
19691121,0.0289,-0.6903,-0.1472,0.1637,-0.0841,0.1388
19691124,0.0289,-1.083,-0.2775,0.0862,0.5165,0.4067
19691125,0.0289,-0.2514,0.2177,-0.6395,-0.0223,-0.247
19691126,0.0289,0.3595,-0.1638,-0.5941,0.1146,-0.079
19691128,0.0289,0.6364,0.1262,-0.7344,0.0889,-0.2641
19691201,0.0265,-0.7549,-0.1811,0.3811,0.3853,0.6335
19691202,0.0265,-0.6763,-0.1642,0.2858,0.4436,0.6614
19691203,0.0265,-1.2319,-0.4406,0.4006,0.4991,0.7932
19691204,0.0265,0.4064,-0.2431,-0.5594,0.1928,-0.454
19691205,0.0265,-0.3869,-0.0681,0.7398,0.5414,0.4128
19691208,0.0265,-1.2668,-0.0398,0.4839,0.6557,0.7976
19691209,0.0265,-0.1959,-0.4474,-0.0828,0.2069,0.3118
19691210,0.0265,-0.0643,-0.0464,-0.4418,0.2603,0.2085
19691211,0.0265,0.0742,-0.1171,0.0063,0.3815,-0.112
19691212,0.0265,0.3038,-0.0418,-0.0987,0.3379,-0.0916
19691215,0.0265,-0.2841,-0.0485,-0.2116,0.1635,-0.5274
19691216,0.0265,-0.994,-0.3031,-0.1343,0.0709,-0.103
19691217,0.0265,-0.5351,-0.2246,0.0035,0.1199,0.2857
19691218,0.0265,1.593,-0.5724,-0.6021,-0.089,0.0405
19691219,0.0265,0.8163,0.1638,0.0731,0.1141,-0.0831
19691222,0.0265,-0.9935,-0.191,0.2915,0.4747,0.3467
19691223,0.0265,-0.5287,-0.6038,0.2304,-0.1826,0.264
19691224,0.0265,1.1703,0.0698,-0.4628,-0.923,-1.4917
19691226,0.0265,0.8141,-0.0633,-0.5376,-0.3891,-0.3601
19691229,0.0265,-0.7437,-0.1342,0.2423,0.3299,0.0678
19691230,0.0265,0.3869,-0.3269,-0.2096,0.144,0.3482
19691231,0.0265,0.559,0.23,-0.3674,0.0328,-0.2188
19700102,0.0275,1.179,0.9922,-0.1233,-1.3945,-1.0003
19700105,0.0275,0.5897,0.8296,0.2646,-1.0345,0.305
19700106,0.0275,-0.7348,0.0801,0.2177,-0.205,0.6054
19700107,0.0275,-0.1471,0.3943,-0.277,-0.0187,0.1176
19700108,0.0275,0.0367,0.2575,-0.1028,0.1036,0.124
19700109,0.0275,-0.3064,0.3851,0.123,0.1315,0.3603
19700112,0.0275,-0.8003,0.1621,0.1638,0.2812,0.3176
19700113,0.0275,0.0464,-0.1047,-0.1034,0.2789,0.3049
19700114,0.0275,-0.2435,0.0644,0.4544,0.6803,0.2844
19700115,0.0275,-0.0386,-0.381,-0.167,0.2306,0.4796
19700116,0.0275,-0.8155,0.1956,0.8714,0.1008,0.2887
19700119,0.0275,-1.3118,0.3931,0.8827,-0.4897,-0.3572
19700120,0.0275,0.1746,0.1064,-0.2765,0.0081,-0.0153
19700121,0.0275,0.0638,-0.177,0.0371,-0.2697,0.158
19700122,0.0275,0.1103,-0.047,-0.1766,-0.0694,-0.1364
19700123,0.0275,-1.0567,0.3526,0.5484,0.8209,0.9876
19700126,0.0275,-1.1307,-0.2829,0.5479,-0.0498,-0.1777
19700127,0.0275,-0.6701,0.0038,0.1387,-0.1172,-0.0221
19700128,0.0275,-0.9907,0.0838,-0.1376,-0.0164,0.4235
19700129,0.0275,-1.3223,0.1806,0.3824,0.009,0.2772
19700130,0.0275,-0.8799,0.2243,0.2934,-0.3552,0.3009
19700202,0.0324,0.8207,-0.6532,-0.2582,-0.0864,-0.1403
19700203,0.0324,1.2655,-0.2608,-0.0748,-0.7369,-0.3924
19700204,0.0324,-0.7339,0.1418,0.7668,0.4242,0.5157
19700205,0.0324,-0.4086,-0.1223,0.0116,0.0035,0.1992
19700206,0.0324,0.5854,0.0121,-0.5887,-0.0255,0.1547
19700209,0.0324,0.8145,-0.086,-0.3651,-0.0191,0.1272
19700210,0.0324,-0.9384,0.146,0.349,0.1551,0.6694
19700211,0.0324,0.896,-0.6031,-0.4999,0.1196,0.0445
19700212,0.0324,-0.2048,0.4102,0.3813,0.1939,0.3009
19700213,0.0324,-0.2322,0.0871,0.3996,0.1762,0.1223
19700216,0.0324,-0.0683,0.0687,-0.1081,-0.4006,0.1751
19700217,0.0324,-0.2051,-0.2343,0.1194,0.2002,0.0408
19700218,0.0324,1.1861,-0.7066,-0.2543,-0.3433,-0.6607
19700219,0.0324,0.286,-0.0434,0.3428,-0.2523,-0.2601
19700220,0.0324,0.314,-0.2971,0.4024,-0.1056,-0.1715
19700224,0.0324,-0.0276,-0.0264,0.6518,-0.1886,0.1211
19700225,0.0324,1.5178,-0.4042,0.1049,-0.6486,-0.5179
19700226,0.0324,-0.5314,0.0417,0.1907,-0.0506,0.1976
19700227,0.0324,0.6843,0.1289,0.1264,-0.434,-0.4357
19700302,0.0263,0.1279,-0.0615,0.5991,-0.0399,0.2294
19700303,0.0263,0.5808,-0.1021,0.0321,0.0006,-0.0156
19700304,0.0263,-0.2483,0.1892,0.7691,-0.2103,0.3684
19700305,0.0263,-0.0215,0.145,0.1193,-0.4838,0.7771
19700306,0.0263,-0.6927,0.4548,0.2475,0.0658,0.2571
19700309,0.0263,-1.0771,0.0969,0.4918,-0.008,0.1537
19700310,0.0263,0.138,-0.3376,-0.3044,0.0635,-0.1406
19700311,0.0263,-0.1397,-0.0928,0.0979,0.0316,0.3311
19700312,0.0263,-0.511,0.1109,0.1008,-0.0076,0.1605
19700313,0.0263,-0.6312,-0.2472,0.6108,-0.2136,0.3804
19700316,0.0263,-1.1508,-0.1184,0.6318,0.1442,0.4746
19700317,0.0263,0.3882,-0.3988,-0.4906,-0.07,-0.2553
19700318,0.0263,0.265,-0.1065,0.1794,0.0931,0.2516
19700319,0.0263,-0.2886,-0.0642,0.0664,-0.089,0.2106
19700320,0.0263,-0.5122,-0.3596,0.6119,-0.1036,0.4011
